

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (OBJNUM,TYPE,XX1,YY1,XX2,YY2,SIZE,DIAG)
  1124       10:R       10:R       0.665 (0,line,0,0,2,35,35.06,55.04)
  1125       10:R       10:R       0.693 (1,line,0,35,0,49,14,51.24)
  1126       10:R       10:R       0.562 (0,line,0,0,1,31,31.02,49.34)
  1127       10:R        9:P   +   0.574 (3,line,7,48,8,44,4.12,50.8)
  1128       10:R       10:R       0.98 (7,line,0,10,15,0,18.03,47.54)
  1129       10:R        9:P   +   0.538 (2,line,2,31,10,24,10.63,32.89)
  1130       10:R       10:R       0.913 (5,line,17,37,15,31,6.32,59.48)
  1131       10:R       10:R       0.582 (2,line,0,54,12,48,13.42,58.69)
  1132       10:R       10:R       0.921 (4,line,17,29,17,18,11,42.05)
  1133       10:R       10:R       0.636 (5,line,0,6,16,0,17.09,41.23)
  1134       10:R       10:R       0.746 (6,line,17,12,0,6,18.03,45.19)
  1135       10:R       10:R       0.444 (4,line,17,21,0,7,22.02,51.26)
  1136       10:R       10:R       0.435 (0,line,0,0,2,36,36.06,49.4)
  1137       10:R       10:R       1 (6,line,0,6,21,0,21.84,51.48)
  1138       10:R        9:P   +   0.772 (3,line,16,52,19,48,5,55.36)
  1139       10:R       10:R       0.921 (2,line,0,49,12,45,12.65,60.22)
  1140       10:R       10:R       0.999 (6,line,0,17,17,0,24.04,54.42)
  1141       10:R        9:P   +   0.524 (4,line,29,26,0,13,31.78,56.08)
  1142       10:R       10:R       0.996 (6,line,0,17,9,0,19.24,44.29)
  1143       10:R        9:P   +   0.521 (2,line,1,62,18,56,18.03,68.88)
  1144       10:R       10:R       0.661 (1,line,0,31,0,56,25,58.82)
  1145       10:R       10:R       0.856 (1,line,2,30,2,53,23,62.43)
  1146       10:R        9:P   +   0.702 (3,line,16,37,19,31,6.71,46.1)
  1147       10:R       10:R       0.997 (7,line,0,13,13,0,18.38,41.44)
  1148       10:R        9:P   +   0.541 (3,line,23,51,27,43,8.94,63.07)
  1149       10:R        7:H   +   0.378 (0,line,0,0,0,20,20,46.62)
  1150       10:R       10:R       0.787 (1,line,0,39,0,54,15,56.92)
  1151       10:R        9:P   +   0.659 (4,line,19,24,0,14,21.47,47.01)
  1152       10:R       10:R       0.527 (6,line,9,12,0,6,10.82,47.63)
  1153       10:R       10:R       0.44 (4,line,26,31,26,18,13,49.4)
  1154       10:R        9:P   +   0.528 (3,line,9,42,18,36,10.82,49.77)
  1155       10:R       10:R       0.857 (5,line,34,28,10,21,25,62.13)
  1156       10:R       10:R       0.68 (2,line,2,42,10,37,9.43,46.1)
  1157       10:R       10:R       1 (7,line,0,6,23,0,23.77,68.12)
  1158       10:R        9:P   +   0.486 (3,line,10,32,10,23,9,38.9)
  1159       10:R       10:R       0.896 (2,line,1,51,6,50,5.1,51.97)
  1160       10:R        8:L   +   0.387 (0,line,0,0,1,21,21.02,52.5)
  1161       10:R        8:L   +   0.624 (0,line,0,0,2,24,24.08,32.89)
  1162       10:R       10:R       0.594 (3,line,10,25,17,20,8.6,34.48)
  1163       10:R       10:R       0.991 (7,line,0,21,10,0,23.26,47.8)
  1164       10:R       10:R       0.998 (7,line,0,24,16,0,28.84,59.48)
  1165       10:R       10:R       0.639 (3,line,19,42,21,33,9.22,56.08)
  1166       10:R        6:G   +   0.717 (6,line,4,16,0,13,5,28.46)
  1167       10:R       10:R       0.584 (5,line,38,20,11,13,27.89,61.22)
  1168       10:R       10:R       0.996 (6,line,0,6,30,0,30.59,67.98)
  1169       10:R        8:L   +   0.645 (0,line,0,0,2,23,23.09,32.7)
  1170       10:R       10:R       0.789 (1,line,0,36,0,60,24,64.26)
  1171       10:R        8:L   +   0.365 (0,line,0,0,1,21,21.02,40.31)
  1172       10:R       10:R       0.687 (1,line,2,26,2,44,18,48.75)
  1173       10:R       10:R       0.988 (5,line,0,13,17,0,21.4,55.47)
  1174       10:R       10:R       0.943 (5,line,0,13,11,0,17.03,38.08)
  1175       10:R        9:P   +   0.729 (0,line,0,0,0,36,36,65.8)
  1176       10:R       10:R       0.585 (4,line,24,43,24,27,16,61.85)
  1177       10:R       10:R       0.496 (3,line,14,45,15,36,9.06,52.2)
  1178       10:R       10:R       0.998 (7,line,0,6,28,0,28.64,80.81)
  1179       10:R       10:R       0.868 (6,line,0,10,8,0,12.81,34.13)
  1180       10:R       10:R       0.959 (1,line,1,38,1,51,13,57.25)
  1181       10:R       10:R       0.867 (1,line,1,31,1,42,11,53.41)
  1182       10:R       10:R       0.838 (2,line,2,49,21,44,19.65,53.31)
  1183       10:R        9:P   +   0.579 (1,line,0,28,0,39,11,51.09)
  1184       10:R        4:E   +   0.637 (0,line,0,0,0,27,27,60.22)
  1185       10:R       10:R       0.513 (4,line,16,48,16,37,11,59.2)
  1186       10:R        3:D   +   0.789 (5,line,0,10,12,0,15.62,39.81)
  1187       10:R       10:R       0.646 (3,line,10,48,21,41,13.04,56.08)
  1188       10:R        9:P   +   0.691 (4,line,9,39,9,33,6,43.93)
  1189       10:R       10:R       0.809 (2,line,2,46,16,36,17.2,49.04)
  1190       10:R       10:R       0.736 (2,line,2,40,12,40,10,43.86)
  1191       10:R       10:R       0.453 (5,line,18,18,9,12,10.82,43.86)
  1192       10:R       10:R       0.796 (5,line,14,36,0,28,16.12,57.28)
  1193       10:R       10:R       0.993 (5,line,0,17,11,0,20.25,46.24)
  1194       10:R       10:R       0.548 (3,line,17,35,17,26,9,46.24)
  1195       10:R        6:G   +   0.647 (5,line,13,17,0,13,13.6,34.48)
  1196       10:R        9:P   +   0.78 (3,line,10,41,21,34,13.04,51.48)
  1197       10:R       10:R       0.401 (0,line,0,0,1,29,29.02,54.13)
  1198       10:R        8:L   +   0.376 (0,line,0,0,0,34,34,61.27)
  1199       10:R        9:P   +   0.568 (1,line,1,27,1,34,7,35.44)
  1200       10:R       10:R       0.657 (4,line,13,31,10,24,7.62,43.01)
  1201       10:R       10:R       0.753 (2,line,2,59,14,51,14.42,60.64)
  1202       10:R       10:R       0.666 (3,line,7,42,14,37,8.6,46.17)
  1203       10:R       10:R       0.861 (4,line,9,47,9,41,6,51.97)
  1204       10:R       10:R       0.609 (2,line,1,43,6,41,5.39,44.92)
  1205       10:R       10:R       0.875 (2,line,0,55,21,40,25.81,60.01)
  1206       10:R       10:R       1 (7,line,0,6,14,0,15.23,36.25)
  1207       10:R        8:L   +   0.562 (0,line,0,0,1,20,20.02,42.15)
  1208       10:R       10:R       0.536 (0,line,0,0,1,32,32.02,53.16)
  1209       10:R        8:L   +   0.442 (0,line,0,0,1,26,26.02,41.59)
  1210       10:R        9:P   +   0.504 (3,line,14,31,22,24,10.63,43.91)
  1211       10:R        8:L   +   0.569 (0,line,0,0,1,27,27.02,58.52)
  1212       10:R       10:R       0.79 (1,line,0,37,0,56,19,69.4)
  1213       10:R       10:R       0.642 (4,line,25,45,25,28,17,65.92)
  1214       10:R       10:R       0.5 (2,line,0,46,14,37,16.64,49.04)
  1215       10:R       10:R       0.601 (4,line,15,25,0,15,18.03,44.6)
  1216       10:R       10:R       0.527 (3,line,31,35,31,21,14,56.3)
  1217       10:R       10:R       0.965 (1,line,1,27,1,52,25,57.7)
  1218       10:R       10:R       0.668 (2,line,2,47,5,45,3.61,50.33)
  1219       10:R       10:R       0.865 (5,line,17,23,0,13,19.72,60.03)
  1220       10:R       10:R       0.836 (4,line,17,32,0,19,21.4,57.25)
  1221       10:R        8:L   +   0.323 (0,line,0,0,0,25,25,49.98)
  1222       10:R       10:R       0.934 (1,line,2,35,2,53,18,56.65)
  1223       10:R        3:D   +   0.541 (4,line,14,31,12,24,7.28,45.22)
  1224       10:R        9:P   +   0.697 (4,line,14,26,0,15,17.8,49.04)
  1225       10:R       10:R       0.747 (2,line,2,56,50,40,50.6,75.07)
  1226       10:R        3:D   +   0.346 (1,line,2,24,2,33,9,42.64)
  1227       10:R       10:R       0.903 (3,line,8,42,17,36,10.82,48.1)
  1228       10:R       10:R       0.686 (2,line,1,45,17,34,19.42,49.24)
  1229       10:R        9:P   +   0.839 (6,line,8,30,0,27,8.54,43.93)
  1230       10:R       10:R       0.864 (3,line,14,39,23,32,11.4,53.23)
  1231       10:R        8:L   +   0.64 (0,line,0,0,2,37,37.05,59.03)
  1232       10:R        9:P   +   0.433 (0,line,0,0,0,32,32,53.76)
  1233       10:R       10:R       0.586 (5,line,0,10,18,0,20.59,50.33)
  1234       10:R        9:P   +   0.552 (4,line,17,30,17,19,11,43.46)
  1235       10:R        9:P   +   0.492 (3,line,10,35,13,30,5.83,43.97)
  1236       10:R        9:P   +   0.635 (6,line,8,34,0,29,9.43,58.94)
  1237       10:R       10:R       0.798 (2,line,1,38,14,30,15.26,42.05)
  1238       10:R       10:R       0.854 (1,line,2,35,2,45,10,59.55)
  1239       10:R       10:R       0.999 (6,line,0,6,16,0,17.09,52.43)
  1240       10:R       10:R       0.555 (1,line,1,20,1,45,25,49.24)
  1241       10:R        8:L   +   0.345 (0,line,0,0,0,21,21,37.11)
  1242       10:R       10:R       0.999 (6,line,0,24,12,0,26.83,53.16)
  1243       10:R       10:R       0.865 (1,line,2,36,2,55,19,58.87)
  1244       10:R       10:R       0.661 (4,line,15,25,14,18,7.07,42.15)
  1245       10:R        8:L   +   0.481 (1,line,0,20,0,43,23,45.88)
  1246       10:R       10:R       0.465 (5,line,17,16,0,6,19.72,47.01)
  1247       10:R       10:R       0.999 (6,line,0,20,14,0,24.41,62.43)
  1248       10:R        3:D   +   0.889 (5,line,14,14,0,6,16.12,41.15)
  1249       10:R       10:R       0.974 (5,line,0,22,16,0,27.2,52.81)
  1250       10:R        9:P   +   0.721 (4,line,22,35,22,20,15,52.8)
  1251       10:R        8:L   +   0.869 (0,line,0,0,2,34,34.06,45.54)
  1252       10:R        3:D   +   0.498 (3,line,8,32,18,27,11.18,40.25)
  1253       10:R        9:P   +   0.561 (4,line,21,31,17,20,11.7,53.31)
  1254       10:R       10:R       0.627 (3,line,12,49,14,42,7.28,55.79)
  1255       10:R        9:P   +   0.663 (5,line,17,36,0,28,18.79,59.24)
  1256       10:R       10:R       0.872 (1,line,2,27,2,48,21,53.23)
  1257       10:R        9:P   +   0.735 (2,line,2,39,22,34,20.62,44.78)
  1258       10:R        3:D   +   0.45 (4,line,10,15,0,7,12.81,31.02)
  1259       10:R       10:R       0.988 (5,line,0,6,22,0,22.8,65.19)
  1260       10:R        9:P   +   0.546 (1,line,0,37,0,47,10,49.04)
  1261       10:R        8:L   +   0.432 (0,line,0,0,0,25,25,38.59)
  1262       10:R       10:R       0.999 (6,line,0,24,11,0,26.4,50.57)
  1263       10:R        9:P   +   0.782 (3,line,22,34,22,25,9,44.78)
  1264       10:R       10:R       0.901 (3,line,19,44,23,38,7.21,53.23)
  1265       10:R       10:R       0.473 (1,line,0,38,0,50,12,50.8)
  1266       10:R        9:P   +   0.567 (5,line,13,32,6,29,7.62,43.97)
  1267       10:R       10:R       0.918 (5,line,12,33,9,29,5,48.76)
  1268       10:R        4:E   +   0.49 (0,line,0,0,1,25,25.02,42.06)
  1269       10:R       10:R       0.763 (3,line,24,48,51,33,30.89,76.49)
  1270       10:R       10:R       0.551 (2,line,2,45,39,34,38.6,59.55)
  1271       10:R        3:D   +   0.349 (4,line,14,18,0,7,17.8,43.08)
  1272       10:R       10:R       0.767 (3,line,14,42,17,35,7.62,53.76)
  1273       10:R        8:L   +   0.835 (0,line,0,0,0,20,20,45.88)
  1274       10:R       10:R       0.542 (5,line,17,16,0,6,19.72,48.33)
  1275       10:R       10:R       0.987 (6,line,0,10,18,0,20.59,50.7)
  1276       10:R        9:P   +   0.553 (6,line,9,35,0,32,9.49,50.99)
  1277       10:R        3:D   +   0.658 (3,line,12,27,14,20,7.28,34.93)
  1278       10:R       10:R       0.899 (3,line,9,45,12,41,5,48.76)
  1279       10:R        3:D   +   0.86 (3,line,23,32,25,27,5.39,43.83)
  1280       10:R       10:R       0.967 (6,line,0,11,13,0,17.03,37.34)
  1281       10:R        9:P   +   0.529 (5,line,14,29,0,21,16.12,52.2)
  1282       10:R       10:R       0.818 (4,line,17,27,0,14,21.4,53.14)
  1283       10:R        9:P   +   0.5 (2,line,2,56,27,44,27.73,62.17)
  1284       10:R       10:R       0.571 (1,line,2,24,2,31,7,32.89)
  1285       10:R       10:R       0.924 (4,line,12,41,12,33,8,48.76)
  1286       10:R        6:G   +   0.674 (5,line,20,15,0,6,21.93,48.26)
  1287       10:R       10:R       1 (7,line,0,33,10,0,34.48,55.11)
  1288       10:R        9:P   +   0.809 (3,line,17,36,32,25,18.6,52.8)
  1289       10:R       10:R       0.837 (2,line,2,40,14,29,16.28,43.08)
  1290       10:R       10:R       0.837 (2,line,0,36,19,30,19.92,42.72)
  1291       10:R       10:R       0.345 (0,line,0,0,1,30,30.02,42.54)
  1292       10:R       10:R       0.991 (7,line,0,24,16,0,28.84,63.89)
  1293       10:R        9:P   +   0.337 (0,line,0,0,0,36,36,54.82)
  1294       10:R        4:E   +   0.35 (0,line,0,0,0,30,30,49.4)
  1295       10:R       10:R       0.935 (5,line,0,20,7,0,21.19,39.92)
  1296       10:R       10:R       0.756 (6,line,6,20,0,16,7.21,39.85)
  1297       10:R       10:R       0.466 (5,line,18,16,0,6,20.59,49.66)
  1298       10:R       10:R       0.519 (2,line,0,39,22,30,23.77,51.09)
  1299       10:R        6:G   +   0.625 (5,line,9,19,4,16,5.83,28.46)
  1300       10:R       10:R       0.94 (2,line,2,42,23,33,22.85,47.89)
  1301       10:R        8:L   +   0.338 (0,line,0,0,2,27,27.07,53.23)
  1302       10:R        9:P   +   0.587 (2,line,0,47,17,40,18.38,50.7)
  1303       10:R        9:P   +   0.511 (2,line,0,46,9,42,9.85,49.77)
  1304       10:R        6:G   +   0.667 (6,line,12,17,0,9,14.42,58.69)
  1305       10:R        9:P   +   0.571 (3,line,17,36,19,25,11.18,46.1)
  1306       10:R        9:P   +   0.724 (3,line,32,37,35,31,6.71,54.67)
  1307       10:R        9:P   +   0.548 (3,line,10,37,10,30,7,44.15)
  1308       10:R        9:P   +   0.374 (1,line,0,29,0,38,9,39.05)
  1309       10:R       10:R       0.643 (5,line,23,22,12,14,13.6,55.04)
  1310       10:R        9:P   +   0.887 (4,line,10,45,0,36,13.45,62.17)
  1311       10:R        9:P   +   0.517 (5,line,17,26,0,19,18.38,48.47)
  1312       10:R        9:P   +   0.892 (3,line,11,39,13,35,4.47,44.27)
  1313       10:R       10:R       0.664 (4,line,23,37,23,22,15,55.95)
  1314       10:R       10:R       0.721 (2,line,1,40,9,36,8.94,43.86)
  1315       10:R       10:R       0.974 (6,line,0,10,22,0,24.17,58.52)
  1316       10:R        5:F   +   0.394 (0,line,0,0,2,21,21.1,45.65)
  1317       10:R       10:R       0.834 (3,line,6,33,11,29,6.4,36.69)
  1318       10:R       10:R       0.651 (3,line,14,50,17,43,7.62,59.48)
  1319       10:R       10:R       0.507 (2,line,0,40,14,31,16.64,42.72)
  1320       10:R        8:L   +   0.458 (0,line,0,0,2,38,38.05,73.5)
  1321       10:R       10:R       0.567 (4,line,14,25,0,14,17.8,48.1)
  1322       10:R        6:G   +   0.64 (6,line,16,12,0,6,17.09,46.1)
  1323       10:R       10:R       0.299 (0,line,0,0,1,33,33.02,57.45)
  1324       10:R       10:R       0.604 (3,line,21,42,23,29,13.15,54.56)
  1325       10:R       10:R       0.732 (1,line,2,38,2,44,6,46.49)
  1326       10:R       10:R       0.548 (1,line,2,33,2,43,10,46.24)
  1327       10:R       10:R       0.736 (4,line,17,33,0,20,21.4,58.19)
  1328       10:R       10:R       0.996 (7,line,0,25,13,0,28.18,48.76)
  1329       10:R       10:R       0.296 (3,line,19,30,19,18,12,44.28)
  1330       10:R       10:R       0.851 (3,line,10,30,11,23,7.07,34.79)
  1331       10:R       10:R       0.751 (3,line,21,42,23,29,13.15,54.13)
  1332       10:R       10:R       0.867 (2,line,1,49,15,43,15.23,51.24)
  1333       10:R       10:R       0.518 (4,line,30,25,17,16,15.81,52.43)
  1334       10:R        8:L   +   0.414 (0,line,0,0,1,38,38.01,61.61)
  1335       10:R       10:R       0.702 (2,line,0,45,14,36,16.64,48.1)
  1336       10:R       10:R       0.823 (3,line,24,44,24,25,19,67.12)
  1337       10:R       10:R       0.432 (0,line,0,0,1,33,33.02,44.92)
  1338       10:R       10:R       0.545 (5,line,17,16,0,6,19.72,45.19)
  1339       10:R        9:P   +   0.432 (2,line,2,45,14,36,15,47.43)
  1340       10:R        9:P   +   0.468 (2,line,0,42,6,42,6,42.58)
  1341       10:R       10:R       0.802 (1,line,1,31,1,42,11,44.94)
  1342       10:R       10:R       0.637 (3,line,21,42,30,29,15.81,58.31)
  1343       10:R       10:R       0.9 (4,line,33,46,33,35,11,63.29)
  1344       10:R       10:R       0.745 (1,line,2,31,2,48,17,52.8)
  1345       10:R       10:R       0.726 (1,line,0,37,0,57,20,59.48)
  1346       10:R       10:R       0.675 (1,line,2,22,2,45,23,48.1)
  1347       10:R       10:R       0.453 (1,line,2,24,2,35,11,37.7)
  1348       10:R        9:P   +   0.637 (3,line,20,36,34,30,15.23,52.5)
  1349       10:R       10:R       0.834 (5,line,0,24,9,0,25.63,40.02)
  1350       10:R        3:D   +   0.726 (5,line,14,16,0,8,16.12,38.08)
  1351       10:R        9:P   +   0.603 (2,line,2,57,8,54,6.71,58.94)
  1352       10:R       10:R       0.999 (6,line,0,20,10,0,22.36,42.45)
  1353       10:R       10:R       0.722 (1,line,0,33,0,55,22,60.01)
  1354       10:R       10:R       0.617 (5,line,5,26,0,23,5.83,34.48)
  1355       10:R        6:G   +   0.618 (5,line,17,20,0,10,19.72,54.63)
  1356       10:R        9:P   +   0.403 (3,line,21,37,21,30,7,46.96)
  1357       10:R        9:P   +   0.86 (3,line,10,39,14,34,6.4,43.32)
  1358       10:R       10:R       0.39 (3,line,24,29,24,20,9,44.1)
  1359       10:R       10:R       0.699 (3,line,15,32,15,26,6,39.92)
  1360       10:R        3:D   +   0.519 (5,line,18,24,9,18,10.82,49.77)
  1361       10:R       10:R       0.557 (6,line,6,24,0,20,7.21,44.92)
  1362       10:R       10:R       0.689 (2,line,1,48,19,39,20.12,61.85)
  1363       10:R       10:R       0.989 (5,line,0,6,18,0,18.97,45.65)
  1364       10:R        9:P   +   0.633 (4,line,13,38,13,32,6,43.97)
  1365       10:R        5:F   +   0.343 (0,line,0,0,0,25,25,48.1)
  1366       10:R        9:P   +   0.498 (3,line,15,41,21,34,9.22,50.57)
  1367       10:R       10:R       0.889 (2,line,2,39,7,39,5,39.62)
  1368       10:R       10:R       0.989 (6,line,0,6,10,0,11.66,34.13)
  1369       10:R       10:R       0.813 (1,line,1,20,1,42,22,47.89)
  1370       10:R        9:P   +   0.363 (2,line,0,40,6,38,6.32,44.72)
  1371       10:R       10:R       0.425 (1,line,2,25,2,47,22,49.34)
  1372       10:R       10:R       0.62 (3,line,17,42,17,32,10,52.81)
  1373       10:R       10:R       0.479 (1,line,0,26,0,47,21,48.76)
  1374       10:R        9:P   +   0.401 (4,line,11,20,0,14,12.53,31.02)
  1375       10:R        9:P   +   0.575 (4,line,14,26,0,16,17.2,47.43)
  1376       10:R        8:L   +   0.378 (0,line,0,0,1,35,35.01,47.85)
  1377       10:R       10:R       0.964 (6,line,0,13,14,0,19.1,40.5)
  1378       10:R        8:L   +   0.525 (0,line,0,0,1,20,20.02,55)
  1379       10:R        6:G   +   0.92 (5,line,18,16,8,11,11.18,40.25)
  1380       10:R        3:D   +   0.577 (4,line,10,21,0,12,13.45,38.9)
  1381       10:R       10:R       0.522 (3,line,18,33,18,21,12,46.62)
  1382       10:R        9:P   +   0.734 (3,line,19,39,22,28,11.4,52.8)
  1383       10:R        9:P   +   0.497 (4,line,29,36,21,23,15.26,64.85)
  1384       10:R       10:R       1 (7,line,0,16,11,0,19.42,43.01)
  1385       10:R       10:R       0.999 (7,line,0,6,22,0,22.8,60.22)
  1386       10:R       10:R       0.956 (2,line,0,51,5,49,5.39,51.97)
  1387       10:R       10:R       0.539 (2,line,2,47,31,35,31.38,56.3)
  1388       10:R       10:R       0.712 (2,line,0,36,17,28,18.79,39.81)
