

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx)
  1133        3:C        3:C       0.993 (3,4,4,6,2,6,7,7,9,5,6,14,1,7,4,8)
  1134        3:C        3:C       0.998 (2,6,3,4,2,5,8,6,6,6,7,14,1,8,3,10)
  1135        3:C       21:U   +   0.594 (6,9,6,6,4,7,8,6,8,13,7,10,3,11,4,6)
  1136        3:C        5:E   +   0.688 (1,0,1,1,0,6,7,6,8,7,6,14,0,8,4,10)
  1137        3:C       11:K   +   0.414 (4,8,6,6,5,6,6,3,4,8,6,11,6,9,3,9)
  1138        3:C        3:C       0.995 (2,7,3,5,1,5,7,7,8,7,6,14,1,8,4,9)
  1139        3:C       11:K   +   0.512 (6,9,7,7,7,6,7,3,4,6,7,10,7,8,6,7)
  1140        3:C        3:C       1 (4,9,5,6,3,5,8,7,7,8,8,14,2,9,4,10)
  1141        3:C        5:E   +   0.565 (2,1,3,2,1,6,7,6,10,7,6,14,0,8,4,9)
  1142        3:C        3:C       0.964 (4,8,5,6,3,4,8,5,6,9,8,14,3,7,4,8)
  1143        3:C        3:C       1 (3,7,4,5,2,5,8,6,7,11,8,13,1,9,3,8)
  1144        3:C        3:C       0.999 (5,10,5,7,3,3,8,5,7,11,10,13,1,9,3,8)
  1145        3:C       19:S   +   0.872 (6,12,4,6,2,7,8,7,6,11,7,7,2,9,5,8)
  1146        3:C        3:C       0.97 (5,8,5,6,3,5,7,5,6,11,8,13,2,9,4,8)
  1147        3:C        3:C       0.743 (5,9,6,7,4,4,7,5,7,10,8,14,3,8,4,7)
  1148        3:C        3:C       0.961 (1,3,2,1,1,4,8,4,6,10,9,12,1,8,2,8)
  1149        3:C        3:C       0.648 (5,8,6,6,6,5,6,3,5,8,6,12,6,9,4,9)
  1150        3:C        3:C       0.999 (3,2,4,4,2,6,8,7,8,9,8,13,1,9,4,10)
  1151        3:C        3:C       0.984 (2,4,3,3,1,4,9,5,6,11,9,11,1,9,2,8)
  1152        3:C        3:C       0.979 (4,7,5,5,2,6,8,6,10,6,7,12,1,7,4,8)
  1153        3:C        3:C       0.999 (5,9,6,7,3,5,8,7,8,7,8,14,2,9,4,9)
  1154        3:C        3:C       1 (6,11,6,8,4,5,7,7,8,12,9,14,2,10,4,7)
  1155        3:C        3:C       0.983 (3,6,4,4,1,5,8,6,10,6,7,11,1,7,4,8)
  1156        3:C       17:Q   +   0.424 (4,6,5,4,5,7,6,4,3,7,7,11,5,9,3,9)
  1157        3:C        3:C       0.778 (2,1,2,2,1,6,8,7,6,9,7,11,2,10,4,10)
  1158        3:C        7:G   +   0.653 (9,14,7,8,5,8,6,5,3,9,8,10,6,8,9,10)
  1159        3:C       11:K   +   0.761 (5,9,7,8,8,5,6,4,5,7,6,11,5,11,8,11)
  1160        3:C        3:C       0.995 (4,9,6,6,2,7,8,7,10,5,6,13,1,7,4,9)
  1161        3:C       17:Q   +   0.484 (5,8,6,6,4,7,8,8,6,5,7,12,5,8,4,8)
  1162        3:C       17:Q   +   0.616 (8,12,6,6,5,7,7,4,4,9,8,10,4,9,8,10)
  1163        3:C        3:C       0.999 (3,4,5,7,2,5,7,7,10,7,6,12,1,9,4,9)
  1164        3:C        3:C       1 (5,11,6,8,3,5,8,8,8,8,8,14,2,9,4,9)
  1165        3:C        3:C       0.999 (6,8,6,6,3,3,8,4,7,10,10,13,1,7,3,7)
  1166        3:C       11:K   +   0.424 (4,5,5,5,5,5,8,3,4,7,6,11,4,10,7,9)
  1167       20:T       20:T       0.952 (3,4,3,3,1,5,11,3,7,11,9,5,1,11,2,5)
  1168       20:T       20:T       0.94 (3,8,4,6,3,5,11,2,7,8,11,8,2,11,1,7)
  1169       20:T       20:T       0.807 (3,1,4,2,1,7,11,2,7,7,11,8,1,10,1,8)
  1170       20:T       21:U   +   0.633 (4,8,6,6,5,6,7,6,6,7,9,9,3,10,5,8)
  1171       20:T       20:T       0.999 (3,4,5,6,1,6,15,1,6,8,11,7,0,8,0,8)
  1172       20:T       20:T       0.986 (4,10,5,8,3,7,13,0,6,7,10,8,0,8,0,8)
  1173       20:T       20:T       0.834 (2,1,3,2,0,7,15,1,4,7,11,8,0,8,0,8)
  1174       20:T       20:T       0.963 (3,7,4,5,2,4,13,4,6,12,9,4,1,11,1,5)
  1175       20:T       21:U   +   0.465 (5,8,7,7,7,7,9,4,8,7,7,8,3,10,8,6)
  1176       20:T       20:T       0.948 (4,8,5,6,4,6,11,2,7,11,9,5,2,11,3,4)
  1177       20:T        7:G   +   0.479 (6,9,8,7,6,6,7,7,7,7,7,8,4,10,6,9)
  1178       20:T       20:T       0.999 (3,8,4,5,1,10,15,1,6,4,11,9,0,8,0,8)
  1179       20:T        9:I   +   0.962 (1,0,2,0,0,7,14,2,3,7,10,8,0,8,0,8)
  1180       20:T        7:G   +   0.343 (5,10,6,8,6,6,6,7,7,7,6,8,4,11,7,7)
  1181       20:T       20:T       0.99 (3,8,4,6,2,7,13,0,6,7,10,8,0,8,0,8)
  1182       20:T        9:I   +   0.513 (1,0,1,1,0,8,13,1,5,6,10,8,0,8,0,8)
  1183       20:T       25:Y   +   0.997 (4,10,6,7,4,9,11,2,8,5,12,8,1,11,1,9)
  1184       20:T       20:T       0.999 (4,11,5,8,2,7,15,1,6,8,11,8,0,8,0,8)
  1185       20:T       20:T       0.994 (2,7,4,4,1,7,15,1,5,7,11,8,0,8,0,8)
  1186       20:T        6:F   +   0.416 (8,11,7,6,3,6,9,3,8,13,6,6,2,8,4,5)
  1187       20:T       11:K   +   0.289 (5,10,6,8,7,8,7,4,7,7,6,9,5,7,5,7)
  1188       20:T       24:X   +   0.399 (5,7,7,6,7,7,8,4,8,7,7,8,3,9,8,7)
  1189       20:T       20:T       0.996 (4,4,4,3,2,6,12,3,7,11,9,4,1,11,2,4)
  1190       20:T       20:T       0.726 (6,9,5,4,2,5,10,2,7,13,7,5,2,8,4,4)
  1191       20:T       25:Y   +   0.559 (7,9,7,7,4,5,11,2,8,11,10,5,1,11,2,4)
  1192       20:T        9:I   +   0.962 (1,0,2,0,0,7,14,2,3,7,10,8,0,8,0,8)
  1193       20:T       22:V   +   0.699 (5,11,6,8,5,9,12,4,6,6,11,8,3,12,1,8)
  1194       20:T       20:T       1 (2,8,3,5,1,9,14,1,6,5,11,9,0,8,0,8)
  1195       20:T       20:T       0.996 (3,4,4,3,1,5,13,3,6,11,9,4,1,11,1,5)
  1196       20:T       11:K   +   0.79 (6,9,8,6,6,6,7,7,7,8,10,8,5,7,7,9)
  1197       20:T       20:T       0.976 (6,9,6,6,3,7,10,2,9,11,9,4,3,9,4,4)
  1198       20:T        9:I   +   0.963 (1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8)
  1199       20:T       20:T       0.975 (2,7,4,5,2,7,13,0,5,7,10,8,0,8,0,8)
  1200       20:T       22:V   +   0.769 (2,1,2,2,1,8,11,4,5,6,10,7,2,11,1,7)
  1201       20:T       20:T       0.51 (5,11,7,8,7,8,11,3,6,6,11,8,3,12,1,8)
  1202       20:T       20:T       0.82 (4,5,5,4,3,8,12,3,7,6,11,8,2,11,1,7)
  1203       20:T       20:T       0.998 (4,6,4,4,3,6,11,3,7,11,9,4,2,12,3,5)
  1204       20:T        5:E   +   0.418 (5,7,7,6,6,5,8,3,8,7,7,9,3,7,7,5)
  1205       20:T       20:T       0.913 (5,11,5,8,3,5,11,2,8,12,10,4,1,11,2,4)
  1206       20:T       22:V   +   0.768 (1,3,2,2,1,6,11,3,4,8,10,7,2,11,0,7)
  1207       20:T       21:U   +   0.471 (4,6,6,4,5,7,8,4,5,6,7,9,5,9,5,7)
  1208       20:T       20:T       0.994 (8,11,8,8,4,5,14,7,4,11,8,3,2,12,1,4)
  1209       20:T       20:T       0.998 (4,10,5,7,3,8,14,1,5,6,10,9,0,8,0,8)
  1210       20:T       20:T       0.848 (6,8,6,6,3,4,12,3,7,12,10,5,1,11,1,5)
  1211       20:T       17:Q   +   0.438 (4,7,5,5,4,7,7,7,6,6,7,9,3,10,6,7)
  1212       20:T       20:T       0.919 (5,9,5,7,4,5,11,2,7,11,10,5,1,12,2,4)
  1213       20:T       24:X   +   0.686 (4,5,6,4,5,7,9,4,8,7,7,8,3,10,7,7)
  1214       20:T       20:T       0.527 (6,9,5,4,2,5,11,3,6,13,7,5,2,8,3,4)
  1215       20:T       19:S   +   0.957 (9,12,7,7,3,7,8,4,9,13,6,8,2,7,5,6)
  1216       20:T       22:V   +   0.57 (2,4,2,2,1,8,12,3,5,6,10,8,2,11,1,8)
  1217       20:T       20:T       0.996 (3,10,5,7,1,7,15,0,6,7,11,8,0,8,0,8)
  1218       20:T       20:T       0.853 (4,11,6,8,5,7,11,3,6,7,11,8,2,12,1,8)
  1219       20:T       20:T       0.97 (2,1,3,2,1,8,12,3,6,7,11,8,2,11,1,8)
  1220       20:T       20:T       0.8 (2,6,3,4,2,9,11,3,7,5,11,8,2,11,1,8)
  1221       20:T       20:T       0.544 (6,14,5,8,3,6,10,2,6,11,7,6,2,9,5,4)
  1222       20:T       20:T       0.975 (4,5,5,3,2,6,11,2,8,11,9,5,3,9,3,4)
  1223       20:T       20:T       0.999 (3,4,4,6,1,6,15,1,6,8,11,7,0,8,0,8)
  1224       20:T       20:T       0.641 (7,10,6,5,2,4,12,3,6,13,8,4,2,9,3,4)
  1225       20:T       20:T       0.994 (2,3,3,2,1,5,11,3,6,11,9,5,1,11,1,5)
  1226       20:T       20:T       1 (2,9,4,6,1,9,14,0,6,5,11,8,0,8,0,8)
  1227       20:T       20:T       0.663 (5,10,6,8,4,6,12,2,9,8,12,8,1,11,1,7)
  1228       20:T       20:T       0.696 (5,6,5,4,3,5,10,1,8,11,9,5,1,9,3,4)
  1229       20:T       22:V   +   0.854 (4,10,5,8,4,5,12,4,7,9,12,7,2,12,1,7)
  1230       20:T       20:T       0.998 (3,4,4,6,1,7,15,1,6,7,11,8,0,8,0,8)
  1231       16:P       16:P       0.941 (4,10,5,8,4,4,12,6,5,12,9,3,1,10,4,6)
  1232       16:P       16:P       0.995 (5,10,7,7,6,7,10,5,3,11,5,3,1,10,3,8)
  1233       16:P       23:W   +   0.927 (5,7,6,9,8,7,8,4,3,7,7,7,7,12,6,7)
  1234       16:P       16:P       1 (2,6,3,4,1,4,13,8,2,11,6,3,1,10,3,8)
  1235       16:P       16:P       0.559 (3,6,4,4,3,4,10,4,5,10,9,4,1,10,3,7)
  1236       16:P       16:P       0.9 (12,13,9,8,4,7,9,6,4,11,4,5,5,9,5,8)
  1237       16:P       16:P       1 (11,15,8,8,4,8,9,7,5,14,4,4,4,10,4,8)
  1238       16:P       16:P       0.943 (2,2,3,3,2,6,9,5,4,9,7,4,1,10,3,7)
  1239       16:P       16:P       1 (1,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8)
  1240       16:P       25:Y   +   0.91 (6,7,8,9,10,9,9,3,3,6,9,6,6,10,7,4)
  1241       16:P       16:P       0.889 (4,7,6,5,3,7,10,3,6,14,5,2,0,10,3,9)
  1242       16:P       16:P       1 (6,9,9,7,5,8,11,8,5,10,4,3,2,10,5,7)
  1243       16:P       16:P       0.392 (6,9,6,4,4,8,8,5,3,10,5,6,5,10,5,6)
  1244       16:P       16:P       0.887 (4,6,5,4,3,5,11,5,5,11,8,3,0,10,4,6)
  1245       16:P        4:D   +   0.609 (8,9,6,4,3,8,7,5,4,11,3,6,5,8,4,8)
  1246       16:P        6:F   +   0.707 (4,10,6,7,4,8,9,2,6,13,6,5,1,10,3,9)
  1247       16:P       16:P       0.996 (6,11,5,6,3,5,11,5,3,13,6,4,4,10,4,8)
  1248       16:P       16:P       1 (3,6,4,4,2,4,12,8,2,10,6,4,1,10,4,8)
  1249       16:P       16:P       0.975 (5,11,5,6,3,9,9,4,3,12,5,4,4,11,5,6)
  1250       16:P       16:P       1 (4,10,6,7,4,5,11,7,4,10,7,3,1,10,4,7)
  1251       16:P       16:P       0.99 (3,6,4,4,3,3,13,5,1,11,7,4,0,9,3,8)
  1252       16:P        6:F   +   0.836 (4,7,5,5,3,5,13,5,4,13,6,2,0,9,2,7)
  1253       16:P       16:P       0.951 (3,2,4,3,3,5,10,4,5,10,8,4,1,10,4,7)
  1254       16:P       16:P       0.999 (5,8,7,6,5,8,10,5,4,11,4,3,1,10,3,8)
  1255       16:P       16:P       1 (5,11,5,8,3,4,10,10,4,9,6,4,2,10,4,8)
  1256       16:P       16:P       0.998 (2,7,3,4,1,3,13,8,2,11,7,3,0,9,3,8)
  1257       16:P       16:P       0.958 (5,10,7,7,4,7,11,4,5,13,5,3,1,10,3,8)
  1258       16:P        6:F   +   0.707 (4,8,6,6,4,8,8,2,6,13,5,5,2,9,3,9)
  1259       16:P       16:P       0.995 (4,9,5,6,5,6,9,7,4,9,7,4,2,10,4,7)
  1260       16:P       16:P       0.999 (6,11,9,8,7,8,10,4,4,12,5,3,1,10,3,8)
  1261       16:P       16:P       0.79 (1,3,3,1,1,7,10,3,3,12,5,4,1,9,2,8)
  1262       16:P       16:P       0.996 (4,8,6,6,3,6,11,5,4,12,5,3,1,10,3,8)
  1263       16:P       16:P       0.764 (2,4,3,2,1,5,11,4,4,10,8,3,1,9,3,6)
  1264       16:P       16:P       0.992 (9,13,9,7,6,8,9,4,4,12,4,4,5,10,6,6)
  1265       16:P       16:P       1 (5,11,5,8,4,3,13,7,1,11,6,3,0,10,3,8)
  1266       16:P       16:P       0.975 (6,9,5,4,2,6,10,5,3,11,5,5,5,9,4,8)
  1267       16:P       16:P       1 (2,7,3,4,1,4,11,8,3,10,6,4,1,10,3,8)
  1268       16:P       16:P       0.979 (4,9,6,7,5,8,9,3,4,12,5,4,2,9,3,8)
  1269       16:P       16:P       1 (3,7,3,4,2,4,12,8,2,10,6,4,1,10,4,8)
  1270       16:P       23:W   +   0.986 (6,7,8,9,9,6,8,4,3,9,8,6,6,11,6,6)
  1271       16:P       16:P       0.995 (6,10,5,5,3,6,10,6,2,11,5,5,4,10,4,8)
  1272       16:P        6:F   +   0.837 (2,3,3,2,1,7,9,3,4,13,5,4,0,9,2,9)
  1273       16:P       16:P       0.798 (5,10,5,5,3,9,8,3,5,13,4,4,3,10,6,7)
  1274       16:P       16:P       0.966 (7,14,7,8,5,8,9,4,4,12,5,4,4,11,6,6)
  1275       16:P       16:P       0.981 (3,4,4,3,2,5,10,4,4,10,8,4,1,10,4,7)
  1276       16:P       16:P       0.787 (3,9,4,6,2,5,9,10,5,8,6,5,2,9,4,8)
  1277       16:P        6:F   +   0.755 (6,10,9,8,5,7,10,2,7,14,6,4,0,10,2,9)
  1278       16:P       16:P       0.716 (4,9,4,4,3,9,8,4,3,11,5,5,4,11,5,7)
  1279       16:P       16:P       1 (2,6,3,4,1,4,11,8,2,10,6,4,1,10,3,8)
  1280       16:P       16:P       0.602 (4,8,6,6,4,9,7,2,5,13,4,5,1,10,3,10)
  1281       16:P       16:P       0.935 (3,5,4,4,3,5,10,4,4,10,8,4,1,10,3,7)
  1282       16:P       16:P       0.964 (3,2,4,4,3,6,9,5,5,9,7,3,1,10,4,6)
  1283       16:P       16:P       0.999 (7,11,10,8,7,7,11,5,4,12,5,2,1,10,3,8)
  1284       16:P       25:Y   +   0.936 (4,4,5,6,5,9,10,2,3,7,9,5,4,10,5,5)
  1285       16:P       16:P       0.999 (9,15,8,8,4,6,10,6,5,14,5,4,4,10,4,8)
  1286       16:P       16:P       0.999 (4,10,5,7,3,5,10,10,4,9,6,5,2,10,4,8)
  1287       16:P       16:P       0.954 (3,1,3,2,2,6,9,5,4,9,7,4,1,9,3,7)
  1288       16:P       16:P       1 (1,1,2,1,1,5,11,7,1,10,6,4,1,9,3,8)
  1289       16:P       14:N   +   0.308 (9,13,9,7,6,11,6,3,4,12,4,6,5,9,6,9)
  1290       16:P       16:P       0.982 (5,10,8,8,6,8,10,4,5,13,5,3,1,10,3,8)
  1291       16:P       16:P       0.667 (9,14,9,8,6,9,7,4,5,13,4,4,5,9,7,8)
  1292       16:P       16:P       0.997 (7,11,10,8,6,9,8,4,6,12,3,3,2,10,4,9)
  1293       16:P       16:P       1 (6,11,8,8,6,6,13,6,3,12,6,2,1,11,3,8)
  1294       16:P       16:P       1 (5,9,5,6,2,4,15,8,1,12,6,2,0,9,4,8)
  1295        2:B        2:B       0.937 (3,3,4,4,3,6,6,8,7,6,6,7,2,8,9,10)
  1296        2:B        2:B       0.981 (3,5,4,3,4,7,7,5,5,6,6,6,2,8,6,10)
  1297        2:B       14:N   +   0.457 (6,9,9,8,10,7,7,5,4,8,6,8,7,9,9,6)
  1298        2:B        2:B       0.959 (2,3,3,1,2,8,7,2,5,10,5,7,1,8,4,9)
  1299        2:B        2:B       0.97 (2,7,3,5,2,6,7,8,6,7,6,7,2,8,8,10)
  1300        2:B        2:B       0.963 (3,3,4,4,3,6,8,8,7,7,5,7,2,8,8,9)
  1301        2:B        2:B       0.642 (8,15,6,8,5,8,6,5,6,10,5,9,6,7,8,10)
  1302        2:B        9:I   +   0.521 (1,0,2,0,1,7,8,6,4,7,6,7,1,8,6,8)
  1303        2:B       23:W   +   0.885 (5,8,7,6,10,8,8,4,3,6,7,7,7,11,9,9)
  1304        2:B        2:B       0.364 (8,10,7,6,6,7,9,4,5,9,6,7,6,6,7,6)
  1305        2:B        2:B       0.665 (2,4,4,2,3,9,7,2,6,11,5,7,4,7,5,9)
  1306        2:B        7:G   +   0.612 (7,14,5,8,4,7,6,4,5,10,6,9,5,7,7,9)
  1307        2:B        2:B       0.996 (4,10,5,7,4,6,8,9,7,7,5,7,2,8,9,9)
  1308        2:B        2:B       0.778 (4,8,6,6,5,8,9,4,6,10,5,5,2,8,6,9)
  1309        2:B        2:B       0.855 (3,5,4,4,4,8,7,5,6,7,6,6,5,8,5,9)
  1310        2:B        2:B       0.48 (3,5,5,3,3,10,6,3,6,10,4,7,2,8,4,11)
  1311        2:B       14:N   +   0.341 (3,7,4,5,5,9,6,5,4,7,7,8,6,9,7,7)
  1312        2:B        2:B       0.963 (4,10,5,8,7,6,8,8,5,7,5,7,2,8,7,9)
  1313        2:B        2:B       0.679 (5,11,7,8,7,8,7,7,7,7,6,5,3,8,8,10)
  1314        2:B        8:H   +   0.285 (7,12,6,6,6,8,7,4,5,9,6,8,6,8,8,8)
  1315        2:B        2:B       0.684 (3,8,3,6,4,6,6,8,6,7,7,7,2,9,6,9)
  1316        2:B        2:B       0.459 (3,5,5,4,3,9,7,2,6,11,4,7,4,6,5,9)
  1317        2:B        2:B       0.996 (4,3,5,5,4,6,7,9,7,7,6,7,2,8,9,9)
  1318        2:B        2:B       0.794 (5,10,6,8,7,9,8,3,5,7,6,7,7,7,6,9)
  1319        2:B        2:B       0.656 (6,9,8,7,6,10,6,3,7,10,3,7,6,8,7,11)
  1320        2:B        2:B       0.963 (2,3,3,2,2,8,7,2,5,10,5,6,2,8,4,9)
  1321        2:B        4:D   +   0.719 (4,8,6,6,5,7,9,5,5,9,6,5,3,7,8,7)
  1322        2:B        4:D   +   0.454 (3,8,5,6,4,7,8,5,6,9,7,5,2,8,7,6)
  1323        2:B        4:D   +   0.876 (4,9,6,6,5,6,9,5,6,10,6,5,3,8,7,8)
  1324        2:B        2:B       0.946 (3,6,4,4,3,6,6,8,6,6,6,7,2,8,9,10)
  1325        2:B        2:B       0.931 (3,7,5,5,5,8,7,5,6,6,6,6,2,8,5,9)
  1326        2:B        2:B       0.639 (4,8,6,6,5,8,7,5,6,9,6,6,2,8,7,8)
  1327        2:B        2:B       0.825 (1,3,3,2,2,8,6,2,5,10,5,7,2,8,3,9)
  1328        2:B        2:B       0.635 (2,5,4,4,3,8,8,3,5,10,6,6,3,7,5,9)
  1329        2:B       10:J   +   0.333 (5,9,8,7,6,11,6,2,7,11,3,7,4,6,6,12)
  1330        2:B        2:B       0.94 (3,7,5,5,5,8,7,7,6,6,6,6,2,8,6,9)
  1331        2:B        2:B       0.996 (3,5,4,7,3,6,8,9,7,7,5,7,2,8,9,10)
  1332        2:B        2:B       0.97 (2,2,3,3,2,7,7,5,5,6,6,6,2,8,6,10)
  1333        2:B       13:M   +   0.63 (8,12,7,6,6,8,7,5,5,9,7,8,7,8,9,7)
  1334        2:B       17:Q   +   0.237 (7,10,6,6,4,8,5,4,5,10,6,9,5,7,7,10)
  1335        2:B        2:B       0.721 (2,3,3,2,2,8,7,2,5,10,5,7,2,8,3,9)
  1336        2:B        2:B       0.976 (4,9,4,7,4,7,7,10,7,7,6,7,2,8,9,9)
  1337        2:B        2:B       0.934 (4,7,5,5,5,8,6,6,7,6,6,6,2,8,7,10)
  1338        2:B        2:B       0.541 (7,15,7,8,8,6,8,3,6,9,6,7,8,5,8,6)
  1339        2:B        2:B       0.935 (4,6,4,4,3,6,6,8,7,6,6,7,2,8,9,10)
  1340        2:B        2:B       0.817 (4,8,5,6,6,8,7,7,6,7,6,5,2,8,7,9)
  1341        2:B        2:B       0.605 (4,8,6,6,8,8,7,5,3,7,7,7,6,10,8,9)
  1342        2:B        2:B       0.707 (5,6,6,8,5,6,6,9,8,6,7,7,3,8,10,10)
  1343        2:B        2:B       0.958 (4,9,4,7,5,6,8,8,6,7,5,7,2,8,7,9)
  1344        2:B        2:B       0.549 (1,0,2,1,1,7,7,7,4,7,6,7,1,8,6,8)
  1345        2:B       14:N   +   0.548 (6,10,8,8,7,7,8,6,4,6,4,5,5,8,7,7)
  1346        2:B        2:B       0.97 (4,6,4,4,3,7,6,9,7,7,7,7,2,8,8,9)
  1347        2:B        2:B       0.756 (4,6,5,4,4,7,9,5,6,10,6,6,2,8,6,8)
  1348        2:B        2:B       0.971 (4,7,5,5,5,7,7,7,6,7,6,7,2,8,6,10)
  1349        2:B        4:D   +   0.642 (4,8,6,6,5,7,8,6,6,10,6,6,3,8,7,8)
  1350        2:B        2:B       0.992 (5,11,6,8,5,6,8,9,8,7,5,7,2,8,9,10)
  1351        2:B       11:K   +   0.907 (6,10,9,7,7,11,6,2,7,11,3,8,4,7,5,12)
  1352        2:B        2:B       0.74 (3,6,4,4,4,6,8,7,4,7,5,6,2,8,6,6)
  1353        2:B       18:R   +   0.876 (8,9,6,5,3,9,7,6,6,10,4,9,6,6,6,10)
  1354        2:B        2:B       0.992 (4,4,5,6,4,6,7,9,7,7,6,7,2,8,9,9)
  1355        2:B        2:B       0.968 (1,0,1,1,1,7,7,7,4,6,6,7,1,8,6,9)
  1356        9:I        9:I       1 (0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8)
  1357        9:I        9:I       1 (1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8)
  1358        9:I        9:I       1 (1,6,2,4,1,7,7,1,8,7,6,8,0,8,3,8)
  1359        9:I        9:I       1 (0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8)
  1360        9:I        9:I       1 (1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8)
  1361        9:I        9:I       1 (1,3,2,1,0,7,7,1,6,13,6,8,0,8,0,8)
  1362        9:I        9:I       1 (4,11,6,8,3,7,7,0,8,14,6,8,0,8,1,8)
  1363        9:I        9:I       1 (1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8)
  1364        9:I        9:I       1 (3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8)
  1365        9:I        9:I       0.983 (2,5,3,3,1,7,8,1,7,14,6,7,0,8,1,7)
  1366        9:I       17:Q   +   0.405 (6,8,8,9,7,7,8,4,7,6,8,7,4,8,11,9)
  1367        9:I        9:I       1 (1,1,1,2,1,8,7,1,7,7,6,7,0,8,2,7)
  1368        9:I        2:B   +   0.578 (7,8,9,9,8,7,8,4,5,7,7,7,4,7,10,10)
  1369        9:I        9:I       0.991 (2,5,3,3,1,7,8,1,8,14,6,7,0,8,1,7)
  1370        9:I        9:I       1 (0,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8)
  1371        9:I        9:I       1 (2,10,2,8,3,7,7,0,8,7,6,8,0,8,3,8)
  1372        9:I        9:I       1 (1,9,2,6,3,8,7,0,7,7,6,7,0,8,2,7)
  1373        9:I       19:S   +   0.511 (7,15,5,8,3,10,5,6,4,13,3,7,3,8,5,10)
  1374        9:I        9:I       1 (1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8)
  1375        9:I        9:I       1 (1,1,0,2,0,7,7,1,7,7,6,8,0,8,2,8)
  1376        9:I        9:I       1 (2,8,3,6,1,7,7,0,8,14,6,8,0,8,1,7)
  1377        9:I        9:I       1 (1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7)
  1378        9:I        9:I       1 (0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8)
  1379        9:I        9:I       1 (1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8)
  1380        9:I        9:I       1 (1,4,2,3,1,7,7,0,7,13,6,8,0,8,0,8)
  1381        9:I        9:I       1 (1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8)
  1382        9:I        9:I       1 (1,1,0,2,0,7,7,1,7,7,6,8,0,8,2,8)
  1383        9:I        9:I       0.495 (4,8,5,6,3,9,5,2,7,7,7,5,0,9,4,7)
  1384        9:I        9:I       1 (1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8)
  1385        9:I        9:I       1 (2,5,1,4,1,7,7,1,7,7,6,8,0,8,3,8)
  1386        9:I        2:B   +   0.546 (5,9,3,4,1,10,6,5,4,13,3,7,2,8,5,10)
  1387        9:I        9:I       1 (0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8)
  1388        9:I        9:I       1 (2,10,2,7,2,7,7,0,8,7,6,8,0,8,3,8)
  1389        9:I        4:D   +   0.546 (2,7,4,5,3,10,5,1,5,7,5,5,2,8,4,7)
  1390        9:I        9:I       1 (3,8,4,6,2,7,7,0,9,14,6,8,0,8,1,8)
  1391        9:I        9:I       1 (2,11,2,8,4,7,7,0,7,7,6,8,0,8,3,8)
  1392        9:I        6:F   +   0.495 (5,12,5,6,3,9,8,2,5,12,4,5,2,10,5,11)
  1393        9:I       17:Q   +   0.882 (4,12,3,6,2,11,5,4,4,12,3,7,3,8,5,10)
  1394        9:I        9:I       1 (0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8)
  1395        9:I        9:I       1 (1,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8)
  1396        9:I        9:I       1 (1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7)
  1397        9:I        9:I       0.969 (2,6,2,4,1,6,8,0,6,13,7,8,0,8,1,7)
  1398        9:I        9:I       1 (1,9,1,6,2,7,7,0,7,7,6,8,0,8,3,8)
  1399        9:I        9:I       1 (1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8)
  1400        9:I        9:I       1 (2,7,3,5,2,7,7,0,6,13,6,8,0,8,1,8)
  1401        9:I       18:R   +   0.354 (8,14,5,8,3,10,4,4,7,11,2,7,3,7,5,11)
  1402        9:I        9:I       1 (3,9,4,6,3,7,7,0,7,13,6,8,0,8,1,8)
  1403        9:I       17:Q   +   0.949 (9,14,6,8,3,11,4,5,5,12,3,8,3,7,5,10)
  1404        9:I        9:I       1 (1,6,0,8,0,7,7,4,4,7,6,8,0,8,0,8)
  1405        9:I        9:I       0.999 (2,8,3,6,2,7,7,0,7,12,6,8,0,8,1,8)
  1406        9:I        9:I       0.973 (3,10,4,8,2,6,8,0,8,13,7,8,0,8,1,7)
  1407        9:I        9:I       1 (2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8)
  1408        9:I       10:J   +   0.661 (3,7,4,5,1,8,5,0,8,14,6,10,0,7,1,8)
  1409        9:I        9:I       1 (1,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8)
